Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-055,3,2.8744397736665593e-10,2.9554605298578726e-11,1.3921345934736348e-11,2.458102759857092e-11,3.6049774649770368e-12
sub-055,4,2.9249665661844955e-10,2.915055886038886e-11,1.3286763758426972e-11,2.3383284590750228e-11,4.087397862570853e-12
sub-055,0,2.506488758430199e-10,2.7562305876089252e-11,1.1816509883694728e-11,1.9772634311879663e-11,2.362288894085404e-12
sub-055,1,2.498724007891597e-10,2.769150239590797e-11,1.1784888833619064e-11,2.021590201677014e-11,2.37891683188716e-12
sub-055,12,2.5240870028084024e-10,2.8601185341760995e-11,2.3304703243323e-11,2.8533353707954467e-11,2.8997756732402697e-12
sub-055,13,2.517037845252159e-10,2.8085479868392293e-11,2.1428785741536093e-11,2.4360773720529503e-11,2.5942808933982944e-12
sub-055,10,2.5303789742495117e-10,3.213443674033806e-11,9.454087367829084e-11,4.1689611089311455e-11,4.318509736141394e-12
sub-055,11,2.531493744764957e-10,3.2227272231272846e-11,9.411233240622116e-11,4.034375282006768e-11,3.548428729964778e-12
sub-055,5,2.886295682829418e-10,3.118819351313254e-11,1.7057156910772778e-11,2.6610644190218104e-11,4.245006165543386e-12
sub-055,6,2.73101791800628e-10,3.14707275309191e-11,1.86357541164458e-11,2.692563673248768e-11,4.3517175771809394e-12
sub-055,15,2.720529887931337e-10,3.095915942354175e-11,1.7627323183268748e-11,2.8172765583019347e-11,5.013404443899098e-12
sub-055,16,2.6894075447590075e-10,3.074232879136931e-11,1.842512202321593e-11,2.7576222322081965e-11,4.505583182580688e-12
sub-055,17,2.540652433919401e-10,3.2023993344493836e-11,4.8284924607303746e-11,4.112138102838924e-11,5.03994258183926e-12
sub-055,18,2.542941570364245e-10,3.1452198015416864e-11,3.961301988769646e-11,3.8580531506727845e-11,3.475598639585955e-12
sub-055,9,2.5803914192009503e-10,2.8997342328970903e-11,1.2669605535687906e-11,2.2185014108363288e-11,2.9993233787935837e-12
sub-055,2,2.523042402126902e-10,2.731813670052252e-11,1.0135157750494617e-11,1.7733983456717024e-11,2.2922332222765867e-12
sub-055,14,2.5293801279154704e-10,2.797423093251212e-11,2.6105045384339177e-11,1.927021734646759e-11,2.4111795306577663e-12
sub-056,7,3.727901196211773e-09,1.7280746646682435e-09,8.885337780837828e-10,1.2632395538046895e-09,3.5454406586185717e-10
sub-056,8,3.748670865085987e-09,1.729556363304935e-09,8.919956146192266e-10,1.2632803271418003e-09,3.5454084684119185e-10
sub-056,3,3.680708227528063e-09,1.7186524956381964e-09,8.723871166844125e-10,1.2586481749745624e-09,3.535749014874526e-10
sub-056,4,3.677184984810373e-09,1.7191643103112747e-09,8.783404489145375e-10,1.2589330307595106e-09,3.5412287693036425e-10
sub-056,0,3.679619284855311e-09,1.7109729337418234e-09,8.649942938088713e-10,1.255729659880126e-09,3.532364556767393e-10
sub-056,1,3.672496912268638e-09,1.7102121770728862e-09,8.680475594409007e-10,1.2554870991532575e-09,3.5357344805902903e-10
sub-056,12,3.6818786442683614e-09,1.7299846825055107e-09,8.963148562804524e-10,1.2561126266746695e-09,3.53495939376827e-10
sub-056,13,3.67712557632175e-09,1.725211569902143e-09,8.913058944530432e-10,1.256017518699495e-09,3.535712383805716e-10
sub-056,10,3.6895686740077622e-09,1.7459255914647536e-09,9.123452109932097e-10,1.258378133876241e-09,3.5401276024276194e-10
sub-056,11,3.6866905540465915e-09,1.7450429325140747e-09,9.144326673216792e-10,1.2594526468556136e-09,3.538583842007186e-10
sub-056,5,3.6899518059558772e-09,1.720741543058417e-09,8.807812796834023e-10,1.2625768452033246e-09,3.5611283376718867e-10
sub-056,6,3.690667765525414e-09,1.7229379588642405e-09,8.909319576359766e-10,1.263449931671345e-09,3.5570890823866107e-10
sub-056,15,3.689182722792172e-09,1.7241900355153603e-09,8.832848300875375e-10,1.2614310330075355e-09,3.5408687435003487e-10
sub-056,16,3.679130115015658e-09,1.7211798529766332e-09,8.818411748007787e-10,1.260377026365025e-09,3.53906461907977e-10
sub-056,17,3.691699351945641e-09,1.758130124740986e-09,9.222030939965763e-10,1.2611581608375622e-09,3.5395796355350303e-10
sub-056,18,3.688400765051331e-09,1.753112445245118e-09,9.151038835868755e-10,1.261567819868672e-09,3.5375048804135067e-10
sub-056,9,3.6835031082370886e-09,1.7212743881336391e-09,8.761762725568738e-10,1.257595199536235e-09,3.5357048798953257e-10
sub-056,2,3.6730775136973966e-09,1.7125418878800551e-09,8.662599385434782e-10,1.2539854369698243e-09,3.533610120934274e-10
sub-056,14,3.676482869100981e-09,1.7188580175542034e-09,8.880128330883632e-10,1.2536318134152492e-09,3.5336725385325637e-10
sub-057,7,3.2017038001321967e-10,3.4712832827113484e-11,1.7135490056286002e-11,1.849037249376433e-11,5.55980599686942e-12
sub-057,8,3.119962863371441e-10,3.306627469012346e-11,1.6680945359552594e-11,1.80632964446586e-11,5.104053416264476e-12
sub-057,3,2.6544873179167706e-10,2.8989714204059623e-11,1.3184614965636066e-11,1.4617007265487415e-11,4.583126097589607e-12
sub-057,4,2.6568440207107653e-10,2.909055619173186e-11,1.3136916795138364e-11,1.370853213209186e-11,3.1511514600268447e-12
sub-057,0,2.5057317555014937e-10,2.6099635830222503e-11,9.587809464023968e-12,1.0788169338800183e-11,2.353657660898521e-12
sub-057,1,2.5185855265923187e-10,2.6409028663661087e-11,9.408158486260814e-12,1.0575111863602167e-11,2.34812566402351e-12
sub-057,12,2.5344518668064116e-10,2.8229383630954383e-11,2.147810079394639e-11,1.581554761015648e-11,2.661344601285854e-12
sub-057,13,2.534206674079583e-10,2.8170541405845925e-11,2.3694325900134773e-11,1.3387013305411646e-11,2.2400029644624616e-12
sub-057,10,2.6637548776028657e-10,3.701161620687699e-11,7.289599563140991e-11,2.5209649199178e-11,3.517470938183956e-12
sub-057,11,2.660809278603442e-10,4.089739895086643e-11,9.641786611889643e-11,2.6512824292141687e-11,3.3501237844012575e-12
sub-057,5,2.8335202783492997e-10,3.612911045876648e-11,1.8298895433662625e-11,1.829057016614507e-11,5.617648157913578e-12
sub-057,6,2.924565252533049e-10,3.867707467733973e-11,2.0425163585741013e-11,1.9073392376788467e-11,5.37316736974502e-12
sub-057,15,2.5958707072708437e-10,3.262470930681388e-11,1.674214209624557e-11,1.977352090672295e-11,7.120301834284069e-12
sub-057,16,2.6269649597212187e-10,3.3204964515894765e-11,1.791538849763465e-11,1.8682261344109885e-11,5.659018304410977e-12
sub-057,17,2.5794892934860547e-10,3.180835826324628e-11,2.3138914098003413e-11,1.971055408351884e-11,4.180763798886457e-12
sub-057,18,2.5720027117391427e-10,3.187450590311169e-11,2.4329449288119512e-11,1.645849928916985e-11,2.896917482320129e-12
sub-057,9,2.5866277349657713e-10,2.8630804905198292e-11,1.1933141367063135e-11,1.1989868516571545e-11,2.350380770390415e-12
sub-057,2,2.5242947025977513e-10,2.666589857961828e-11,9.002480181939854e-12,1.0363775597484859e-11,2.007335761760588e-12
sub-057,14,2.5392951602710684e-10,2.8565589308155737e-11,2.616131558215122e-11,1.367882726028027e-11,2.414834810135767e-12
sub-058,7,2.8209002782136667e-10,3.726886862468664e-11,2.3240607517780558e-11,3.2273422632814294e-11,1.0232334412831668e-11
sub-058,8,2.9039182367616157e-10,3.6416335858680496e-11,2.1919385751227458e-11,3.5125144121856197e-11,7.370976383480547e-12
sub-058,3,2.5935424466123296e-10,3.3742064338893235e-11,1.7792583379824224e-11,2.2919403272990968e-11,5.615507078337845e-12
sub-058,4,2.6209884381197444e-10,3.1870601607751445e-11,1.6318046947946683e-11,2.7314189954052223e-11,5.2877810506986095e-12
sub-058,0,2.5479773240694675e-10,2.9064693626445158e-11,1.1575701996939631e-11,1.2997679366190275e-11,2.7449574724279318e-12
sub-058,1,2.5517276188599067e-10,2.8670135236707933e-11,1.1615208254661752e-11,1.326546479695733e-11,2.6936250806485927e-12
sub-058,12,2.57197216262397e-10,3.3006411959013486e-11,1.8860814787891293e-11,1.7025401446574404e-11,3.3042498913340327e-12
sub-058,13,2.599693436780816e-10,3.612889877579298e-11,2.320054870477737e-11,1.646641403906685e-11,3.254722307506408e-12
sub-058,10,2.5827163818979613e-10,4.76863154318408e-11,4.235364832567133e-11,2.8023665387482263e-11,8.55736976827762e-12
sub-058,11,2.5955551481193864e-10,4.448334004532263e-11,3.6659925186061116e-11,2.7323564923408225e-11,8.569766169777186e-12
sub-058,5,2.7073588639004203e-10,3.6314879335465664e-11,2.0765513517878783e-11,2.6339181744206583e-11,9.083296707888667e-12
sub-058,6,2.804378091054143e-10,3.479307385816457e-11,1.9257932488329644e-11,2.662968798769268e-11,6.4260389599069105e-12
sub-058,15,2.5890506579742587e-10,3.6334518752791894e-11,2.1028746269492795e-11,2.8592420204771817e-11,1.6121162233496573e-11
sub-058,16,2.6160462659431875e-10,3.58693928974441e-11,1.854055561401736e-11,2.085075259708168e-11,4.134394293206733e-12
sub-058,17,2.568527919057705e-10,5.390608541630904e-11,4.6382960798198325e-11,2.6182220111701438e-11,6.914678212884558e-12
sub-058,18,2.7277473534186204e-10,6.815536778055542e-11,5.8787644985641e-11,2.8665613861844835e-11,7.614214604349666e-12
sub-058,9,2.5775620436320984e-10,3.4118805711932545e-11,1.8937248912698263e-11,2.068088065055268e-11,3.374320901545128e-12
sub-058,2,2.5682448552044924e-10,2.920623841691336e-11,1.1854960530188186e-11,1.6907317437170025e-11,2.6267760466376417e-12
sub-058,14,2.5591966149341376e-10,2.8247514211113736e-11,1.3030885571746791e-11,1.345624097808726e-11,2.573066620447936e-12
sub-059,7,2.8502194827360206e-10,3.096031247917265e-11,1.1459078481391486e-11,3.390459603627462e-11,1.5221380238461645e-11
sub-059,8,2.951893668976509e-10,3.150155249249502e-11,1.080105354543115e-11,1.6327633107914558e-11,5.13794681778447e-12
sub-059,3,2.6267435208743755e-10,2.7872993194337983e-11,9.56254637350294e-12,1.5459779766860766e-11,3.893626260860425e-12
sub-059,4,2.637727806058036e-10,2.784492611313266e-11,9.477808304464551e-12,1.2189239888481406e-11,2.6940854359685798e-12
sub-059,0,2.59487165533271e-10,2.6995853541017668e-11,8.557487776473952e-12,1.0278516633314255e-11,1.7758515513624313e-12
sub-059,1,2.5952061088819105e-10,2.6902740897632158e-11,8.465942077766556e-12,1.0420352624529391e-11,1.7596331530543622e-12
sub-059,12,2.593272975393665e-10,2.8512553412994585e-11,1.1503327475933631e-11,1.1113356313723987e-11,1.90874168033747e-12
sub-059,13,2.615743874755283e-10,2.7949652801500345e-11,1.0819349053617633e-11,1.1389690632931249e-11,2.297130803312172e-12
sub-059,10,2.609656518487071e-10,2.917260444455976e-11,1.0922471997769716e-11,1.275597657720312e-11,2.811898248387307e-12
sub-059,11,2.6318627377110093e-10,2.9147625604052187e-11,1.1154216624548922e-11,1.4868702564596783e-11,5.103542951162631e-12
sub-059,5,2.6473813149601016e-10,2.8783951892742912e-11,1.0639833031613196e-11,1.8147047421691e-11,6.855164578310873e-12
sub-059,6,2.6840061139750955e-10,2.8792944865914212e-11,1.0476627364380388e-11,1.2874498991518012e-11,2.967004879261717e-12
sub-059,15,2.618348996322874e-10,2.8523687473141644e-11,1.0247544958666368e-11,1.3494434638836588e-11,3.366757489835212e-12
sub-059,16,2.6159242912413406e-10,2.7806691958518138e-11,9.680215832832922e-12,1.4218400391709648e-11,4.662066244813987e-12
sub-059,17,2.62717598762323e-10,3.0178963062146954e-11,1.2814950830177835e-11,1.3378696746414756e-11,2.3723419301806405e-12
sub-059,18,2.608175874610284e-10,2.8803815752803545e-11,1.1373349374929529e-11,1.4444458975712578e-11,4.018431399376806e-12
sub-059,9,2.6298809076120004e-10,2.755957223785014e-11,9.110649256364877e-12,1.1295971832866854e-11,1.939228185558443e-12
sub-059,2,2.5895574762938747e-10,2.662561123238708e-11,7.921529781214238e-12,9.921085576590515e-12,1.7392207515816804e-12
sub-059,14,2.591110682415048e-10,2.7728287593482328e-11,9.970923565772388e-12,1.0397360964930062e-11,1.9869634531826548e-12
sub-060,7,3.757132341862879e-10,3.2103058609001017e-11,9.787637733856855e-12,2.0046720190256305e-11,6.4360613169879976e-12
sub-060,8,4.484566068724522e-10,3.3824290578145986e-11,1.0534187481817729e-11,2.367747672941128e-11,8.84096264048262e-12
sub-060,3,2.6576793906820904e-10,2.843110015116512e-11,8.654917643993954e-12,1.515844127077733e-11,2.5101010050007448e-12
sub-060,4,2.7040152847294157e-10,2.9089891547827843e-11,9.256123077105916e-12,1.7212372288467154e-11,3.728758050033254e-12
sub-060,0,2.629089392556936e-10,2.7525287924617588e-11,8.129380091678354e-12,1.1808144153821426e-11,1.945103296894208e-12
sub-060,1,2.644405170541972e-10,2.7564309178820528e-11,8.19047352211009e-12,1.2120277751894511e-11,1.930087810262433e-12
sub-060,12,2.6855348641979843e-10,2.8604608638488108e-11,9.774629984169356e-12,1.5845950188073245e-11,2.357307324518037e-12
sub-060,13,2.719751655750976e-10,2.847613507865614e-11,9.302442758929619e-12,1.5276125013022618e-11,2.2936910062866004e-12
sub-060,10,2.813705998802177e-10,3.0033452489387626e-11,1.2764963668276542e-11,2.105881575471889e-11,3.63520997525634e-12
sub-060,11,3.1416643771942146e-10,3.0474739900979096e-11,1.32735076887849e-11,2.223018436722948e-11,3.83923303282586e-12
sub-060,5,2.7320118587368967e-10,2.911890831403516e-11,9.133115953244534e-12,1.5538621646308732e-11,3.4215087799713887e-12
sub-060,6,2.8433886786936023e-10,2.9732677587035655e-11,9.61104923545084e-12,1.7743156757198365e-11,4.215935760934576e-12
sub-060,15,2.6965425757793524e-10,2.9121614454260043e-11,1.009010192317708e-11,1.7625348974407486e-11,4.840355596265871e-12
sub-060,16,2.6709254661199667e-10,2.8749852831001847e-11,9.6151258037844e-12,1.6303130507140752e-11,2.928727916211936e-12
sub-060,17,2.7405691832568476e-10,3.0103910687691647e-11,1.31976446746226e-11,2.1053340804397635e-11,3.846901751469233e-12
sub-060,18,2.797645643379145e-10,2.9840029587044434e-11,1.2719062559089948e-11,2.140784031609669e-11,4.103264632688878e-12
sub-060,9,2.7312633467914716e-10,2.8783865939732127e-11,8.920039394211878e-12,1.4428456390794867e-11,2.363069583591084e-12
sub-060,2,2.6744749732942017e-10,2.803059269790945e-11,8.220589813086302e-12,1.2277887330658576e-11,2.021293716414067e-12
sub-060,14,2.6987721695054855e-10,2.797588176840142e-11,8.676667920815916e-12,1.3696829444859293e-11,2.110881794201728e-12
sub-061,7,6.331281675209131e-10,3.939301624023799e-11,1.2501891060168263e-11,1.1725454260080678e-11,6.163632690310631e-12
sub-061,8,5.621499870786254e-10,4.9648946566754025e-11,1.4041051696226349e-11,1.189098448362476e-11,6.259546819095692e-12
sub-061,3,2.6668973311972675e-10,2.696128896414133e-11,9.089665140004408e-12,9.963145194567199e-12,4.904450230653683e-12
sub-061,4,2.7088984667180307e-10,2.7439227226507068e-11,9.418429220949738e-12,1.1057043548677158e-11,6.39598459058584e-12
sub-061,0,2.538547035685112e-10,2.565569077677149e-11,7.585692460190692e-12,8.651135526188096e-12,3.0959285365526287e-12
sub-061,1,2.542927611258835e-10,2.5344610294061343e-11,7.536716097910938e-12,8.859035982961084e-12,3.2681996894032198e-12
sub-061,12,2.57099572485866e-10,2.784117906290733e-11,1.3921357944671066e-11,9.549951948025846e-12,3.410147257510484e-12
sub-061,13,2.5657720213663916e-10,2.770683940344564e-11,1.4361563393222163e-11,9.084487592545804e-12,2.89540282538279e-12
sub-061,10,2.609125061398421e-10,3.556417734944587e-11,4.3746979830358406e-11,1.2177143194506831e-11,4.721154113964041e-12
sub-061,11,2.6899548755435684e-10,3.672376783199098e-11,4.885577043306708e-11,1.2357824890098148e-11,4.72008797862558e-12
sub-061,5,2.969059831916765e-10,2.8164181540111267e-11,9.954741156524656e-12,1.1649339954356408e-11,6.570599880875672e-12
sub-061,6,3.327328772712585e-10,3.054167960235254e-11,1.1097873652511352e-11,1.4422219332015024e-11,1.0294684205541996e-11
sub-061,15,2.613892831807406e-10,2.753064668208052e-11,9.46053041740144e-12,1.1764861753912808e-11,6.432554014113167e-12
sub-061,16,2.5895224387289077e-10,2.7406102730240067e-11,1.0008871481275188e-11,1.3062521496696609e-11,8.89382550769507e-12
sub-061,17,2.5992078376413276e-10,3.143820647569682e-11,1.984778647859539e-11,1.1685729941860557e-11,4.9264715257083604e-12
sub-061,18,2.598578851931361e-10,3.430253025766329e-11,2.9706106338277936e-11,1.1528321482265673e-11,4.539021545775402e-12
sub-061,9,2.607232876341226e-10,2.655522814569395e-11,9.188765432148766e-12,8.432428598470535e-12,2.467244783138458e-12
sub-061,2,2.5389612229503505e-10,2.5615873937376693e-11,7.728015143107479e-12,8.122828456755042e-12,2.114292452285421e-12
sub-061,14,2.5610484980331767e-10,2.7405788327412243e-11,1.3898497256027274e-11,8.974741585915634e-12,2.821281823495272e-12
sub-062,7,4.803255003651485e-10,5.856059802199703e-11,2.6019985452336563e-11,2.211949783983425e-11,8.244754308846152e-12
sub-062,8,3.7858023565338776e-10,4.1082721862455596e-11,2.4163073865957247e-11,2.6516277991419012e-11,1.2326992618752958e-11
sub-062,3,2.8296066605157505e-10,3.5579190300425826e-11,1.8529121443024875e-11,1.415801021621844e-11,3.490845975674146e-12
sub-062,4,2.706846915672377e-10,3.5358656060142927e-11,1.6510334735320427e-11,1.44797314354986e-11,3.49911336560134e-12
sub-062,0,2.5557078394694806e-10,2.994136992964963e-11,1.122667463698346e-11,1.0447379572430099e-11,1.9805206966098388e-12
sub-062,1,2.567727681404856e-10,3.032248150181969e-11,1.1063436043659586e-11,1.0528306172555347e-11,2.00935902773583e-12
sub-062,12,2.674609761433389e-10,5.0701884601338125e-11,3.919686596045939e-11,1.4024832399982938e-11,2.17712389070346e-12
sub-062,13,2.590062948395678e-10,5.405993114622109e-11,4.5246587873631566e-11,1.4385406926452746e-11,1.991635149257025e-12
sub-062,10,2.8488362343758147e-10,9.252133267014332e-11,9.343915049616292e-11,1.8121711175049848e-11,2.43468220980803e-12
sub-062,11,3.1085746808624584e-10,9.562139847113436e-11,9.682990506508528e-11,2.007916917565239e-11,2.965107039556991e-12
sub-062,5,2.7207179145920356e-10,3.9312474582336254e-11,1.9810429140634016e-11,1.4461409540409466e-11,3.716824185866639e-12
sub-062,6,2.6983820398753955e-10,3.9378168464312007e-11,2.02821720910922e-11,1.480118792347284e-11,4.203842757422609e-12
sub-062,15,2.6866632153692826e-10,4.099109203332928e-11,2.1499620165527184e-11,1.4030658639170727e-11,2.8347234227013445e-12
sub-062,16,3.057136626658372e-10,4.6660313015881625e-11,2.582326655549103e-11,1.642150693040411e-11,4.16450416765882e-12
sub-062,17,2.666620254517461e-10,9.087195445476735e-11,8.51776839983215e-11,1.928692580446951e-11,2.4854889641283413e-12
sub-062,18,3.020846198589088e-10,7.040467674024553e-11,6.177336527617548e-11,1.6903612517175545e-11,2.5728449451976497e-12
sub-062,9,2.61436018213534e-10,3.7545969269271467e-11,2.033096906303537e-11,1.2390195588381476e-11,2.097864801314244e-12
sub-062,2,2.8097786284883084e-10,3.372928018285145e-11,1.3092022198686309e-11,1.1824840610748419e-11,2.1966528375899865e-12
sub-062,14,2.608482566996847e-10,4.7652678205256545e-11,3.663007151975789e-11,1.2939872616091254e-11,2.0350461313850056e-12
sub-063,7,2.396070812863219e-10,2.845066762680001e-11,1.005560263618978e-11,1.3226508351521178e-11,3.97902289774321e-12
